MonthYear;Tipo Operação;Regional;OV;Operação;;hybris_customer_id;tipo_promo;nome_padrao_promo;promo_id;promotion_name;order_origin;SKU;SUB MARCA;PACKTYPE;SABOR;Faturamento;Volume HL;Volume CX
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478071160;WE0007116001-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;903478.0;HEINEKEN;LONG NECK 330ML;PILSEN;136.27;0.07919999999999999;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478071160;WE0007116001-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;905291.0;HEINEKEN;SHOT;PILSEN;104.6;0.06;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478071183;WE0007118301-CO478;DESCONTO CARRINHO;Desconto 100% no carrinho até R$ 36;X478-T-013A000008;PROMOCAO CLIENTE ESPECIAL MERECE MAIS desconto: 100%;HEISHOP;903478.0;HEINEKEN;LONG NECK 330ML;PILSEN;272.78;0.15839999999999999;2.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478071185;WE0007118501-CO478;COMBO;Combo HNK_LN + HNK00_LN;X478-T-016A000382;DUPLA PERFEITA HEINEKEN LONG NECK TRADICIONAL E ZERO;HEISHOP;903478.0;HEINEKEN;LONG NECK 330ML;PILSEN;150.4;0.07919999999999999;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478071190;WE0007119001-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;903478.0;HEINEKEN;LONG NECK 330ML;PILSEN;887.22;0.4752;6.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478071190;WE0007119001-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;905291.0;HEINEKEN;SHOT;PILSEN;675.18;0.36;6.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478071192;WE0007119201-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;903478.0;HEINEKEN;LONG NECK 330ML;PILSEN;1036.76;0.5544;7.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478071192;WE0007119201-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;905291.0;HEINEKEN;SHOT;PILSEN;788.52;0.42;7.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478071196;WE0007119601-CO478;COMBO;Combo HNK_600_RGB + HNK_LN;X478-T-016A000377;7101302 COMBO DROP HEINEKEN 600 + LONG NECK;HEISHOP;903478.0;HEINEKEN;LONG NECK 330ML;PILSEN;150.4;0.07919999999999999;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478071196;WE0007119601-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;903478.0;HEINEKEN;LONG NECK 330ML;PILSEN;133.36;0.07919999999999999;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478071196;WE0007119601-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;905291.0;HEINEKEN;SHOT;PILSEN;101.5;0.06;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478071204;WE0007120401-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;903478.0;HEINEKEN;LONG NECK 330ML;PILSEN;1449.28;0.792;10.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478071204;WE0007120401-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;905291.0;HEINEKEN;SHOT;PILSEN;113.15;0.06;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478071205;WE0007120501-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;903478.0;HEINEKEN;LONG NECK 330ML;PILSEN;146.15;0.07919999999999999;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478071205;WE0007120501-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;905291.0;HEINEKEN;SHOT;PILSEN;111.23;0.06;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478071207;WE0007120701-CO478;PRODUTO QUALIFICADO;Compre (HNK_LATINHA e HNK_LN) e ganhe 100% de desconto no carrinho até R$ 25;X478-T-014A000573;DULPLA PERFEITA HEINEKEN LONG + 269 desconto: 100%;HEISHOP;903478.0;HEINEKEN;LONG NECK 330ML;PILSEN;137.08;0.07919999999999999;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478071207;WE0007120701-CO478;PRODUTO QUALIFICADO;Compre (HNK_LATINHA e HNK_LN) e ganhe 100% de desconto no carrinho até R$ 25;X478-T-014A000573;DULPLA PERFEITA HEINEKEN LONG + 269 desconto: 100%;HEISHOP;904721.0;HEINEKEN;LATINHA;PILSEN;29.51;0.02152;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478071207;WE0007120701-CO478;PRODUTO QUALIFICADO;Compre (HNK_LATINHA e HNK_LN) e ganhe 100% de desconto no carrinho até R$ 25;X478-T-014A000573;DULPLA PERFEITA HEINEKEN LONG + 269 desconto: 100%;HEISHOP;905291.0;HEINEKEN;SHOT;PILSEN;210.46;0.12;2.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478071207;WE0007120701-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;903478.0;HEINEKEN;LONG NECK 330ML;PILSEN;137.08;0.07919999999999999;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478071207;WE0007120701-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;904721.0;HEINEKEN;LATINHA;PILSEN;29.51;0.02152;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478071207;WE0007120701-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;905291.0;HEINEKEN;SHOT;PILSEN;210.46;0.12;2.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478071213;WE0007121301-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;903478.0;HEINEKEN;LONG NECK 330ML;PILSEN;132.13;0.07919999999999999;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478071213;WE0007121301-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;905291.0;HEINEKEN;SHOT;PILSEN;101.43;0.06;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478080015;WE0008001501-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;903478.0;HEINEKEN;LONG NECK 330ML;PILSEN;137.56;0.07919999999999999;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478080015;WE0008001501-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;905291.0;HEINEKEN;SHOT;PILSEN;105.6;0.06;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478080044;WE0008004401-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;903478.0;HEINEKEN;LONG NECK 330ML;PILSEN;295.5;0.15839999999999999;2.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478080044;WE0008004401-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;905291.0;HEINEKEN;SHOT;PILSEN;224.88;0.12;2.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478080088;WE0008008801-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;903478.0;HEINEKEN;LONG NECK 330ML;PILSEN;442.33;0.2376;3.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478080088;WE0008008801-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;905291.0;HEINEKEN;SHOT;PILSEN;1121.41;0.6;10.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478080189;WE0008018901-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;903478.0;HEINEKEN;LONG NECK 330ML;PILSEN;132.13;0.07919999999999999;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478080189;WE0008018901-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;904721.0;HEINEKEN;LATINHA;PILSEN;128.4;0.08608;4.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478080189;WE0008018901-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;905291.0;HEINEKEN;SHOT;PILSEN;101.43;0.06;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478080241;WE0008024101-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;903478.0;HEINEKEN;LONG NECK 330ML;PILSEN;141.03;0.07919999999999999;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478080241;WE0008024101-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;905291.0;HEINEKEN;SHOT;PILSEN;108.27;0.06;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478100075;WE0010007501-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;903478.0;HEINEKEN;LONG NECK 330ML;PILSEN;143.89;0.07919999999999999;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478100075;WE0010007501-CO478;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 100% de desconto no carrinho até R$ 30;X478-T-014A000572;DULPLA PERFEITA HEINEKEN LONG + SHOT desconto: 100%;HEISHOP;905291.0;HEINEKEN;SHOT;PILSEN;110.45;0.06;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478100866;WE0010086601-CO478;COMBO;Combo AMS_LATA + HNK_SHOT;X478-T-016A000386;COMBO SHOT SUCESSO;HEISHOP;905291.0;HEINEKEN;SHOT;PILSEN;432.0;0.24;4.0
2026-08-01 00:00:00;Revenda;MG/GO;X478;MARRA | Patrocínio;X478100866;WE0010086601-CO478;COMBO;Combo AMS_LATA + HNK_SHOT;X478-T-016A000387;COMBO SHOT SUCESSO;HEISHOP;905291.0;HEINEKEN;SHOT;PILSEN;108.0;0.06;1.0
